id,title,description,category,type,collection,is_new,subtype,manufacturer,catalog_id,finishes,position,sizes,thickness,material,shape,cut,diameter,length,width,height,source
1634,Oasis 170,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,CAZI,Oasis,False,CAZI,Sanycces,,,,,,Finishes,,,,,,,sanycces
1635,Calma 170,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,CAZI,Calma,False,CAZI,Sanycces,,,,,,Finishes,,,,,,,sanycces
1636,Duna pedestal - lavoare DUNA,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Complements,False,PIEDESTALE,Sanycces,,,,,,Finishes,,,,,,,sanycces
1637,Oasis pedestal - lavoare OASIM,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Complements,False,PIEDESTALE,Sanycces,,,,,,Finishes,,,,,,,sanycces
1638,Oasis semipedestal - lavoare OASIM,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Complements,False,PIEDESTALE,Sanycces,,,,,,Finishes,,,,,,,sanycces
1639,Calma - accesoriu pentru cadă CALMA,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,Finishes,,,,,,,sanycces
1640,Gregal,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,Finishes,,,,,,,sanycces
1641,Mistral,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,Finishes,,,,,,,sanycces
1642,Duna - Treaptă din plută neagră,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,Finishes,,,,,,,sanycces
1643,Isla alta | Isla baja,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,Finishes,,,,,,,sanycces
1644,Poniente,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,,,,,,,,sanycces
1645,Pool - Suport pentru prosoape,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,Finishes,,,,,,,sanycces
1646,Duna - accesorii,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,Finishes,,,,,,,sanycces
1647,Pool - Suport pentru hartie,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,Finishes,,,,,,,sanycces
1648,Cuadra Joy - Săpunieră,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,,,,,,,,sanycces
1649,Circo Joy - Săpunieră,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,ACCESORII SI PIESE TEHNICE,Auxiliar,False,ACCESORII,Sanycces,,,,,,Finishes,,,,,,,sanycces
1700,RIO,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1701,PESCATORI,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1702,CALLE,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1703,PALAZZETTO,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1704,MUSEO,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1705,SALEPEPE,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1706,GRAND-HOTEL,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1707,CANALE,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1708,PORTICI,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1709,SAN MARCO,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Polished, Brushed, Honedv",,,,Ciment-marmură,,,,,,,terrazzo italiano
1710,APERITIVO,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE FINA,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1711,STRADALLA,"Marble-resin este un aglomerat de marmură special obținut prin amestecarea cu grijă a granulelor de marmură de calitate superioară, selectate manual în funcție de culoare și dimensiuni, și de rezine de înaltă performanță. În comparație cu marmura-ciment, arată o rezistență mult mai mare la acizi și la urme. Din punct de vedere estetic, marmura-resină este definită de piatră și fragmente de piatră mai mari. În timpul procesului, poate fi tăiată în plăci mai subțiri care vor fi mai ușoare și mai ușor de instalat, mai ales atunci când sunt implicate suprafețe mari.",terrazzo,GRANULATIE FINA,MARBLE-RESIN,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Resină-marmură,,,,,,,terrazzo italiano
1712,RIALTO,"Marble-resin este un aglomerat de marmură special obținut prin amestecarea cu grijă a granulelor de marmură de calitate superioară, selectate manual în funcție de culoare și dimensiuni, și de rezine de înaltă performanță. În comparație cu marmura-ciment, arată o rezistență mult mai mare la acizi și la urme. Din punct de vedere estetic, marmura-resină este definită de piatră și fragmente de piatră mai mari. În timpul procesului, poate fi tăiată în plăci mai subțiri care vor fi mai ușoare și mai ușor de instalat, mai ales atunci când sunt implicate suprafețe mari.",terrazzo,GRANULATIE MEDIE,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1713,BACARO,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE MEDIE,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1714,PUNTA,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE MEDIE,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1715,DOGANA,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE MEDIE,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1716,MASCHERA,"Marble-resin este un aglomerat de marmură special obținut prin amestecarea cu grijă a granulelor de marmură de calitate superioară, selectate manual în funcție de culoare și dimensiuni, și de rezine de înaltă performanță. În comparație cu marmura-ciment, arată o rezistență mult mai mare la acizi și la urme. Din punct de vedere estetic, marmura-resină este definită de piatră și fragmente de piatră mai mari. În timpul procesului, poate fi tăiată în plăci mai subțiri care vor fi mai ușoare și mai ușor de instalat, mai ales atunci când sunt implicate suprafețe mari.",terrazzo,GRANULATIE MEDIE,MARBLE-RESIN,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Resină-marmură,,,,,,,terrazzo italiano
1717,FESTA,"Marble-resin este un aglomerat de marmură special obținut prin amestecarea cu grijă a granulelor de marmură de primă alegere, selectate manual în funcție de culoare și dimensiuni, și de rezine de înaltă performanță speciale. În comparație cu marmura-ciment, arată o rezistență mult mai mare la acizi și urme. Din punct de vedere estetic, marmura-resină este definită de pietricele și fragmente de piatră mai mari. În timpul procesului, poate fi tăiată în plăci mai subțiri care vor fi mai ușoare și mai ușor de instalat, mai ales când sunt implicate suprafețe mari.",terrazzo,GRANULATIE MEDIE,MARBLE-RESIN,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Resină-marmură,,,,,,,terrazzo italiano
1718,CORIANDOLI,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE MARE,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
1719,GREPPO,"Marmura-ciment este obținut prin amestecarea de ciment cu pietricele de marmură selectate în funcție de culoare și dimensiuni. În comparație cu marmura-resină, oferă o soliditate mai mare și o durabilitate mai mare, o senzație tactilă mai unică și un preț mult mai scăzut datorită cimentului folosit în producție, mult mai ieftin decât rezinele speciale utilizate pentru producerea materialelor de marmură-resină.",terrazzo,GRANULATIE MARE,Marble-cement,False,,Terrazzo Italiano,,"Lustruit, Periat, Opac",,,,Ciment-marmură,,,,,,,terrazzo italiano
